threat_count,resource_package_count,ideal_parallel_ooda_under_deadline_probability,coordination_aware_ooda_under_deadline_probability,coordination_delay_mean_s,coordination_delay_p90_s,adaptive_engagement_success_probability,adaptive_closed_loop_pk,adaptive_wilson_ci95_low,adaptive_wilson_ci95_high,ideal_parallel_adaptive_closed_loop_pk,adaptive_mean_neutralized,adaptive_mean_action_cost,static_engagement_success_probability,static_closed_loop_pk,static_wilson_ci95_low,static_wilson_ci95_high,ideal_parallel_static_closed_loop_pk,static_mean_neutralized,static_mean_action_cost,same_resource_pk_advantage,adaptive_coordination_pk_loss
25,5,0.9833333333333333,0.9706666666666667,0.3165744215261647,0.4753141344364364,1.0,0.9706666666666667,0.964000531005899,0.9761289793939942,0.9833333333333333,25.0,4.412733333333334,0.905,0.8763333333333333,0.8640696755705244,0.8876344442888802,0.889,21.633666666666667,39.00000000000001,0.09433333333333338,0.012666666666666604
25,6,0.9833333333333333,0.968,0.3957180269077058,0.5941426680455455,1.0,0.968,0.9610791715504907,0.9737238260426042,0.9833333333333333,25.0,4.200733333333332,0.937,0.906,0.8950317944253932,0.9159297804096422,0.921,21.934,46.80000000000007,0.061999999999999944,0.01533333333333331
30,1,0.9826666666666667,0.9826666666666667,0.0,0.0,0.03,0.028666666666666667,0.02327170403476495,0.03526715736364233,0.028666666666666667,17.761666666666667,7.799999999999997,0.0,0.0,0.0,0.0012788487253259629,0.0,15.014,7.799999999999997,0.028666666666666667,0.0
30,2,0.9826666666666667,0.98,0.08396031930181762,0.12606048935843017,0.9966666666666667,0.9766666666666667,0.9706242987655306,0.9814898654496588,0.9793333333333333,29.573666666666668,10.213366666666662,0.254,0.24866666666666667,0.23352740463615018,0.2644487633231137,0.249,21.769,15.59999999999999,0.728,0.002666666666666595
30,3,0.9826666666666667,0.977,0.16792063860363524,0.25212097871686034,1.0,0.977,0.9709947020540618,0.9817852762619773,0.9826666666666667,29.963666666666665,6.145966666666666,0.4816666666666667,0.4696666666666667,0.4518578534400973,0.4875530633825724,0.4726666666666667,23.284,23.399999999999984,0.5073333333333333,0.005666666666666709
30,4,0.9826666666666667,0.972,0.2518809579054529,0.3781814680752905,1.0,0.972,0.9654659955638838,0.9773267712394085,0.9826666666666667,29.996333333333332,5.514866666666666,0.5916666666666667,0.574,0.5562215262033701,0.5915892041852817,0.5803333333333334,23.898,31.19999999999998,0.398,0.010666666666666713
30,5,0.9826666666666667,0.969,0.33584127720727047,0.5042419574337207,1.0,0.969,0.962173256564996,0.9746271833306482,0.9826666666666667,29.999666666666666,5.057533333333334,0.677,0.6543333333333333,0.6371274217210783,0.6711445069723712,0.6653333333333333,24.312,39.00000000000001,0.31466666666666665,0.013666666666666716
30,6,0.9826666666666667,0.9666666666666667,0.41980159650908816,0.6303024467921509,1.0,0.9666666666666667,0.9596228935228089,0.972516847666887,0.9826666666666667,30.0,4.6886,0.721,0.6946666666666667,0.6779461649255487,0.7108892699707243,0.708,24.608,46.80000000000007,0.272,0.016000000000000014
40,1,0.9813333333333333,0.9813333333333333,0.0,0.0,0.0,0.0,0.0,0.0012788487253259629,0.0,17.708,7.799999999999997,0.0,0.0,0.0,0.0012788487253259629,0.0,14.936,7.799999999999997,0.0,0.0
40,2,0.9813333333333333,0.9783333333333334,0.09156052998101048,0.13747166889435025,0.8186666666666667,0.8013333333333333,0.7866742583809959,0.8152216887872076,0.804,35.061,15.203833333333327,0.13833333333333334,0.13533333333333333,0.12355770619813657,0.14804166747220115,0.136,28.173333333333332,15.59999999999999,0.666,0.002666666666666706
40,3,0.9813333333333333,0.9743333333333334,0.18312105996202097,0.2749433377887005,1.0,0.9743333333333334,0.9680390907923707,0.9794143747168701,0.9813333333333333,39.75266666666667,11.283299999999995,0.311,0.303,0.28681585059119286,0.31968801580658557,0.30566666666666664,30.078666666666667,23.399999999999984,0.6713333333333333,0.006999999999999895
40,4,0.9813333333333333,0.969,0.2746815899430314,0.41241500668305076,1.0,0.969,0.962173256564996,0.9746271833306482,0.9813333333333333,39.96633333333333,7.692466666666666,0.3973333333333333,0.387,0.3697260299185828,0.4045629898933409,0.3913333333333333,30.746333333333332,31.19999999999998,0.582,0.012333333333333307
40,5,0.9813333333333333,0.9666666666666667,0.36624211992404193,0.549886675577401,1.0,0.9666666666666667,0.9596228935228089,0.972516847666887,0.9813333333333333,39.997,6.889933333333332,0.461,0.44666666666666666,0.4289562550246853,0.46451348883934945,0.4533333333333333,31.172333333333334,39.00000000000001,0.52,0.014666666666666606
40,6,0.9813333333333333,0.9653333333333334,0.4578026499050523,0.6873583444717513,1.0,0.9653333333333334,0.9581693259127978,0.9713071588734988,0.9813333333333333,40.0,6.194799999999999,0.5106666666666667,0.49366666666666664,0.47579570144424593,0.5115538306396081,0.5016666666666667,31.501666666666665,46.80000000000007,0.47166666666666673,0.015999999999999903
50,1,0.979,0.979,0.0,0.0,0.0,0.0,0.0,0.0012788487253259629,0.0,17.827333333333332,7.799999999999997,0.0,0.0,0.0,0.0012788487253259629,0.0,15.043,7.799999999999997,0.0,0.0
50,2,0.979,0.9753333333333334,0.09745571137774327,0.14632286738797917,0.19666666666666666,0.192,0.17830308622614985,0.20648468458865096,0.19233333333333333,35.626333333333335,15.598833333333324,0.0,0.0,0.0,0.0012788487253259629,0.0,29.698666666666668,15.59999999999999,0.192,0.0003333333333333244
50,3,0.979,0.97,0.19491142275548654,0.29264573477595834,0.9926666666666667,0.9626666666666667,0.9552697423618957,0.9688802296176027,0.9716666666666667,48.629333333333335,19.094066666666652,0.12733333333333333,0.12233333333333334,0.11108854327811075,0.13454408045908545,0.124,35.608,23.399999999999984,0.8403333333333334,0.009000000000000008
50,4,0.979,0.9673333333333334,0.29236713413322984,0.43896860216393746,1.0,0.9673333333333334,0.960350683894041,0.9731206854973544,0.979,49.787333333333336,12.544166666666662,0.203,0.19566666666666666,0.18186367323724703,0.21024805268690136,0.198,36.715333333333334,31.19999999999998,0.7716666666666667,0.011666666666666603
50,5,0.979,0.9653333333333334,0.38982284551097307,0.5852914695519167,1.0,0.9653333333333334,0.9581693259127978,0.9713071588734988,0.979,49.967333333333336,9.325166666666666,0.23966666666666667,0.23166666666666666,0.21691846005659043,0.24710118875933446,0.234,37.20333333333333,39.00000000000001,0.7336666666666667,0.013666666666666605
50,6,0.979,0.9636666666666667,0.4872785568887163,0.7316143369398957,1.0,0.9636666666666667,0.956355953378977,0.9697914609030708,0.979,49.99733333333333,8.444266666666666,0.271,0.2623333333333333,0.24690297223469287,0.27837157385941197,0.2653333333333333,37.526,46.80000000000007,0.7013333333333334,0.01533333333333331
60,1,0.979,0.979,0.0,0.0,0.0,0.0,0.0,0.0012788487253259629,0.0,17.844,7.799999999999997,0.0,0.0,0.0,0.0012788487253259629,0.0,15.003,7.799999999999997,0.0,0.0
60,2,0.979,0.9743333333333334,0.10227242529801972,0.1535548231373002,0.0033333333333333335,0.0033333333333333335,0.0018116337615376185,0.006125355972286172,0.0033333333333333335,35.620666666666665,15.59999999999999,0.0,0.0,0.0,0.0012788487253259629,0.0,29.596333333333334,15.59999999999999,0.0033333333333333335,0.0
60,3,0.979,0.969,0.20454485059603944,0.3071096462746004,0.8396666666666667,0.8113333333333334,0.7969382609445893,0.8249321092491079,0.8203333333333334,52.882666666666665,22.976033333333316,0.062,0.06166666666666667,0.05360670722610212,0.07084775015643364,0.06166666666666667,41.81966666666667,23.399999999999984,0.7496666666666667,0.009000000000000008
60,4,0.979,0.9663333333333334,0.3068172758940592,0.4606644694119007,0.9996666666666667,0.966,0.9588957805166788,0.9719123324713174,0.9786666666666667,59.35766666666667,20.43769999999999,0.12166666666666667,0.118,0.10694139451290101,0.130035645913248,0.11866666666666667,43.275666666666666,31.19999999999998,0.848,0.012666666666666715
60,5,0.979,0.9653333333333334,0.4090897011920789,0.6142192925492008,1.0,0.9653333333333334,0.9581693259127978,0.9713071588734988,0.979,59.824,13.739133333333331,0.15633333333333332,0.151,0.13863435786808256,0.16425827854219496,0.15166666666666667,43.803666666666665,39.00000000000001,0.8143333333333334,0.013666666666666605
60,6,0.979,0.961,0.5113621264900986,0.767774115686501,1.0,0.961,0.9534622466740368,0.9673586548012125,0.979,59.967,10.963033333333335,0.177,0.17066666666666666,0.1576273341048057,0.184548334255609,0.172,44.131,46.80000000000007,0.7903333333333333,0.018000000000000016
75,1,0.9773333333333334,0.9773333333333334,0.0,0.0,0.0,0.0,0.0,0.0012788487253259629,0.0,17.697666666666667,7.799999999999997,0.0,0.0,0.0,0.0012788487253259629,0.0,15.010666666666667,7.799999999999997,0.0,0.0
75,2,0.9773333333333334,0.971,0.10816760669475252,0.1624060216309291,0.0,0.0,0.0,0.0012788487253259629,0.0,35.38,15.59999999999999,0.0,0.0,0.0,0.0012788487253259629,0.0,29.558,15.59999999999999,0.0,0.0
75,3,0.9773333333333334,0.9673333333333334,0.21633521338950504,0.3248120432618582,0.13666666666666666,0.13166666666666665,0.12003674376603819,0.14423867479495187,0.13366666666666666,53.18033333333333,23.399999999999984,0.0,0.0,0.0,0.0012788487253259629,0.0,43.900333333333336,23.399999999999984,0.13166666666666665,0.0020000000000000018
75,4,0.9773333333333334,0.9653333333333334,0.32450282008425757,0.4872180648927873,0.9476666666666667,0.9153333333333333,0.9048327003173081,0.9247716693415212,0.926,69.486,29.827533333333317,0.031,0.031,0.02537281666935177,0.03782674343500397,0.031,51.40566666666667,31.19999999999998,0.8843333333333333,0.010666666666666713
75,5,0.9773333333333334,0.9626666666666667,0.4326704267790101,0.6496240865237164,0.9993333333333333,0.9623333333333334,0.9549079624448719,0.9685761954337769,0.9766666666666667,74.23666666666666,25.68643333333333,0.04733333333333333,0.04633333333333333,0.03937397396973145,0.054453034773714305,0.04733333333333333,52.459,39.00000000000001,0.916,0.014333333333333309
75,6,0.9773333333333334,0.9583333333333334,0.5408380334737626,0.8120301081546456,1.0,0.9583333333333334,0.9505772083509719,0.9649171803174793,0.9773333333333334,74.72666666666667,18.576333333333338,0.05333333333333334,0.052333333333333336,0.04492136585872146,0.0608902967000204,0.05333333333333334,52.877,46.80000000000007,0.906,0.019000000000000017
100,1,0.9743333333333334,0.9743333333333334,0.0,0.0,0.0,0.0,0.0,0.0012788487253259629,0.0,17.818,7.799999999999997,0.0,0.0,0.0,0.0012788487253259629,0.0,15.065666666666667,7.799999999999997,0.0,0.0
100,2,0.9743333333333334,0.9693333333333334,0.11576781737394534,0.17381720116684918,0.0,0.0,0.0,0.0012788487253259629,0.0,35.62533333333333,15.59999999999999,0.0,0.0,0.0,0.0012788487253259629,0.0,29.552666666666667,15.59999999999999,0.0,0.0
100,3,0.9743333333333334,0.9666666666666667,0.23153563474789068,0.34763440233369836,0.0,0.0,0.0,0.0012788487253259629,0.0,53.465333333333334,23.399999999999984,0.0,0.0,0.0,0.0012788487253259629,0.0,43.840333333333334,23.399999999999984,0.0,0.0
100,4,0.9743333333333334,0.964,0.347303452121836,0.5214516035005474,0.11733333333333333,0.114,0.10311767354904272,0.12586959766690892,0.11466666666666667,71.26833333333333,31.19999999999998,0.0,0.0,0.0,0.0012788487253259629,0.0,57.93833333333333,31.19999999999998,0.114,0.0006666666666666626
100,5,0.9743333333333334,0.9603333333333334,0.46307126949578137,0.6952688046673967,0.8826666666666667,0.847,0.8336750823800063,0.8594373966046174,0.86,88.63966666666667,38.623400000000004,0.014333333333333333,0.013666666666666667,0.010090333246530282,0.018486893613636774,0.014,68.16933333333333,39.00000000000001,0.8333333333333333,0.013000000000000012
100,6,0.9743333333333334,0.954,0.5788390868697267,0.8690860058342459,0.9983333333333333,0.9523333333333334,0.9441137030968278,0.9593960317563273,0.9726666666666667,97.87433333333334,38.75753333333336,0.022333333333333334,0.021,0.01644854964331183,0.026776587435550444,0.022,69.07933333333334,46.80000000000007,0.9313333333333333,0.020333333333333314
